1,2018-01-05,1,1
2,2018-01-06,1,1
3,2018-01-07,1,1
4,2018-01-08,1,1
5,2018-01-09,1,1
6,2018-01-10,1,1
7,2018-01-11,1,1
8,2018-01-12,1,1
9,2018-01-13,1,1
10,2018-01-14,1,1
11,2018-01-15,1,1
12,2018-01-16,1,1
13,2018-01-17,1,1
14,2018-01-18,1,1
15,2018-01-19,1,1
16,2018-01-20,1,1
17,2018-01-21,1,1
18,2018-01-22,1,1
19,2018-01-23,1,1
20,2018-01-24,1,1
21,2018-01-25,1,1
22,2018-01-26,1,1
23,2018-01-05,1,2
24,2018-01-06,1,2
25,2018-01-07,1,2
26,2018-01-08,1,2
27,2018-01-09,1,2
28,2018-01-10,1,2
29,2018-01-11,1,2
30,2018-01-12,1,2
31,2018-01-13,1,2
32,2018-01-14,1,2
33,2018-01-15,1,2
34,2018-01-16,1,2
35,2018-01-17,1,2
36,2018-01-18,1,2
37,2018-01-19,1,2
38,2018-01-20,1,2
39,2018-01-21,1,2
40,2018-01-22,1,2
41,2018-01-23,1,2
42,2018-01-24,1,2
43,2018-01-25,1,2
44,2018-01-26,1,2
45,2018-01-05,1,3
46,2018-01-06,1,3
47,2018-01-07,1,3
48,2018-01-08,1,3
49,2018-01-09,1,3
50,2018-01-10,1,3
51,2018-01-11,1,3
52,2018-01-12,1,3
53,2018-01-13,1,3
54,2018-01-14,1,3
55,2018-01-15,1,3
56,2018-01-16,1,3
57,2018-01-17,1,3
58,2018-01-18,1,3
59,2018-01-19,1,3
60,2018-01-20,1,3
61,2018-01-21,1,3
62,2018-01-22,1,3
63,2018-01-23,1,3
64,2018-01-24,1,3
65,2018-01-25,1,3
66,2018-01-26,1,3
67,2018-01-05,1,4
68,2018-01-06,1,4
69,2018-01-07,1,4
70,2018-01-08,1,4
71,2018-01-09,1,4
72,2018-01-10,1,4
73,2018-01-11,1,4
74,2018-01-12,1,4
75,2018-01-13,1,4
76,2018-01-14,1,4
77,2018-01-15,1,4
78,2018-01-16,1,4
79,2018-01-17,1,4
80,2018-01-18,1,4
81,2018-01-19,1,4
82,2018-01-20,1,4
83,2018-01-21,1,4
84,2018-01-22,1,4
85,2018-01-23,1,4
86,2018-01-24,1,4
87,2018-01-25,1,4
88,2018-01-26,1,4
89,2018-01-05,1,5
90,2018-01-06,1,5
91,2018-01-07,1,5
92,2018-01-08,1,5
93,2018-01-09,1,5
94,2018-01-10,1,5
95,2018-01-11,1,5
96,2018-01-12,1,5
97,2018-01-13,1,5
98,2018-01-14,1,5
99,2018-01-15,1,5
100,2018-01-16,1,5
101,2018-01-17,1,5
102,2018-01-18,1,5
103,2018-01-19,1,5
104,2018-01-20,1,5
105,2018-01-21,1,5
106,2018-01-22,1,5
107,2018-01-23,1,5
108,2018-01-24,1,5
109,2018-01-25,1,5
110,2018-01-26,1,5
111,2018-01-05,1,6
112,2018-01-06,1,6
113,2018-01-07,1,6
114,2018-01-08,1,6
115,2018-01-09,1,6
116,2018-01-10,1,6
117,2018-01-11,1,6
118,2018-01-12,1,6
119,2018-01-13,1,6
120,2018-01-14,1,6
121,2018-01-15,1,6
122,2018-01-16,1,6
123,2018-01-17,1,6
124,2018-01-18,1,6
125,2018-01-19,1,6
126,2018-01-20,1,6
127,2018-01-21,1,6
128,2018-01-22,1,6
129,2018-01-23,1,6
130,2018-01-24,1,6
131,2018-01-25,1,6
132,2018-01-26,1,6
133,2018-01-05,1,7
134,2018-01-06,1,7
135,2018-01-07,1,7
136,2018-01-08,1,7
137,2018-01-09,1,7
138,2018-01-10,1,7
139,2018-01-11,1,7
140,2018-01-12,1,7
141,2018-01-13,1,7
142,2018-01-14,1,7
143,2018-01-15,1,7
144,2018-01-16,1,7
145,2018-01-17,1,7
146,2018-01-18,1,7
147,2018-01-19,1,7
148,2018-01-20,1,7
149,2018-01-21,1,7
150,2018-01-22,1,7
151,2018-01-23,1,7
152,2018-01-24,1,7
153,2018-01-25,1,7
154,2018-01-26,1,7
155,2018-01-05,1,8
156,2018-01-06,1,8
157,2018-01-07,1,8
158,2018-01-08,1,8
159,2018-01-09,1,8
160,2018-01-10,1,8
161,2018-01-11,1,8
162,2018-01-12,1,8
163,2018-01-13,1,8
164,2018-01-14,1,8
165,2018-01-15,1,8
166,2018-01-16,1,8
167,2018-01-17,1,8
168,2018-01-18,1,8
169,2018-01-19,1,8
170,2018-01-20,1,8
171,2018-01-21,1,8
172,2018-01-22,1,8
173,2018-01-23,1,8
174,2018-01-24,1,8
175,2018-01-25,1,8
176,2018-01-26,1,8
177,2018-01-05,1,9
178,2018-01-06,1,9
179,2018-01-07,1,9
180,2018-01-08,1,9
181,2018-01-09,1,9
182,2018-01-10,1,9
183,2018-01-11,1,9
184,2018-01-12,1,9
185,2018-01-13,1,9
186,2018-01-14,1,9
187,2018-01-15,1,9
188,2018-01-16,1,9
189,2018-01-17,1,9
190,2018-01-18,1,9
191,2018-01-19,1,9
192,2018-01-20,1,9
193,2018-01-21,1,9
194,2018-01-22,1,9
195,2018-01-23,1,9
196,2018-01-24,1,9
197,2018-01-25,1,9
198,2018-01-26,1,9
199,2018-01-05,1,10
200,2018-01-06,1,10
201,2018-01-07,1,10
202,2018-01-08,1,10
203,2018-01-09,1,10
204,2018-01-10,1,10
205,2018-01-11,1,10
206,2018-01-12,1,10
207,2018-01-13,1,10
208,2018-01-14,1,10
209,2018-01-15,1,10
210,2018-01-16,1,10
211,2018-01-17,1,10
212,2018-01-18,1,10
213,2018-01-19,1,10
214,2018-01-20,1,10
215,2018-01-21,1,10
216,2018-01-22,1,10
217,2018-01-23,1,10
218,2018-01-24,1,10
219,2018-01-25,1,10
220,2018-01-26,1,10
221,2018-01-05,1,11
222,2018-01-06,1,11
223,2018-01-07,1,11
224,2018-01-08,1,11
225,2018-01-09,1,11
226,2018-01-10,1,11
227,2018-01-11,1,11
228,2018-01-12,1,11
229,2018-01-13,1,11
230,2018-01-14,1,11
231,2018-01-15,1,11
232,2018-01-16,1,11
233,2018-01-17,1,11
234,2018-01-18,1,11
235,2018-01-19,1,11
236,2018-01-20,1,11
237,2018-01-21,1,11
238,2018-01-22,1,11
239,2018-01-23,1,11
240,2018-01-24,1,11
241,2018-01-25,1,11
242,2018-01-26,1,11
243,2018-01-05,1,12
244,2018-01-06,1,12
245,2018-01-07,1,12
246,2018-01-08,1,12
247,2018-01-09,1,12
248,2018-01-10,1,12
249,2018-01-11,1,12
250,2018-01-12,1,12
251,2018-01-13,1,12
252,2018-01-14,1,12
253,2018-01-15,1,12
254,2018-01-16,1,12
255,2018-01-17,1,12
256,2018-01-18,1,12
257,2018-01-19,1,12
258,2018-01-20,1,12
259,2018-01-21,1,12
260,2018-01-22,1,12
261,2018-01-23,1,12
262,2018-01-24,1,12
263,2018-01-25,1,12
264,2018-01-26,1,12
265,2018-01-05,1,13
266,2018-01-06,1,13
267,2018-01-07,1,13
268,2018-01-08,1,13
269,2018-01-09,1,13
270,2018-01-10,1,13
271,2018-01-11,1,13
272,2018-01-12,1,13
273,2018-01-13,1,13
274,2018-01-14,1,13
275,2018-01-15,1,13
276,2018-01-16,1,13
277,2018-01-17,1,13
278,2018-01-18,1,13
279,2018-01-19,1,13
280,2018-01-20,1,13
281,2018-01-21,1,13
282,2018-01-22,1,13
283,2018-01-23,1,13
284,2018-01-24,1,13
285,2018-01-25,1,13
286,2018-01-26,1,13
287,2018-01-05,1,14
288,2018-01-06,1,14
289,2018-01-07,1,14
290,2018-01-08,1,14
291,2018-01-09,1,14
292,2018-01-10,1,14
293,2018-01-11,1,14
294,2018-01-12,1,14
295,2018-01-13,1,14
296,2018-01-14,1,14
297,2018-01-15,1,14
298,2018-01-16,1,14
299,2018-01-17,1,14
300,2018-01-18,1,14
301,2018-01-19,1,14
302,2018-01-20,1,14
303,2018-01-21,1,14
304,2018-01-22,1,14
305,2018-01-23,1,14
306,2018-01-24,1,14
307,2018-01-25,1,14
308,2018-01-26,1,14
309,2018-01-05,1,15
310,2018-01-06,1,15
311,2018-01-07,1,15
312,2018-01-08,1,15
313,2018-01-09,1,15
314,2018-01-10,1,15
315,2018-01-11,1,15
316,2018-01-12,1,15
317,2018-01-13,1,15
318,2018-01-14,1,15
319,2018-01-15,1,15
320,2018-01-16,1,15
321,2018-01-17,1,15
322,2018-01-18,1,15
323,2018-01-19,1,15
324,2018-01-20,1,15
325,2018-01-21,1,15
326,2018-01-22,1,15
327,2018-01-23,1,15
328,2018-01-24,1,15
329,2018-01-25,1,15
330,2018-01-26,1,15
331,2018-01-05,1,16
332,2018-01-06,1,16
333,2018-01-07,1,16
334,2018-01-08,1,16
335,2018-01-09,1,16
336,2018-01-10,1,16
337,2018-01-11,1,16
338,2018-01-12,1,16
339,2018-01-13,1,16
340,2018-01-14,1,16
341,2018-01-15,1,16
342,2018-01-16,1,16
343,2018-01-17,1,16
344,2018-01-18,1,16
345,2018-01-19,1,16
346,2018-01-20,1,16
347,2018-01-21,1,16
348,2018-01-22,1,16
349,2018-01-23,1,16
350,2018-01-24,1,16
351,2018-01-25,1,16
352,2018-01-26,1,16
353,2018-01-05,1,17
354,2018-01-06,1,17
355,2018-01-07,1,17
356,2018-01-08,1,17
357,2018-01-09,1,17
358,2018-01-10,1,17
359,2018-01-11,1,17
360,2018-01-12,1,17
361,2018-01-13,1,17
362,2018-01-14,1,17
363,2018-01-15,1,17
364,2018-01-16,1,17
365,2018-01-17,1,17
366,2018-01-18,1,17
367,2018-01-19,1,17
368,2018-01-20,1,17
369,2018-01-21,1,17
370,2018-01-22,1,17
371,2018-01-23,1,17
372,2018-01-24,1,17
373,2018-01-25,1,17
374,2018-01-26,1,17
375,2018-01-05,1,18
376,2018-01-06,1,18
377,2018-01-07,1,18
378,2018-01-08,1,18
379,2018-01-09,1,18
380,2018-01-10,1,18
381,2018-01-11,1,18
382,2018-01-12,1,18
383,2018-01-13,1,18
384,2018-01-14,1,18
385,2018-01-15,1,18
386,2018-01-16,1,18
387,2018-01-17,1,18
388,2018-01-18,1,18
389,2018-01-19,1,18
390,2018-01-20,1,18
391,2018-01-21,1,18
392,2018-01-22,1,18
393,2018-01-23,1,18
394,2018-01-24,1,18
395,2018-01-25,1,18
396,2018-01-26,1,18
397,2018-01-05,1,19
398,2018-01-06,1,19
399,2018-01-07,1,19
400,2018-01-08,1,19
401,2018-01-09,1,19
402,2018-01-10,1,19
403,2018-01-11,1,19
404,2018-01-12,1,19
405,2018-01-13,1,19
406,2018-01-14,1,19
407,2018-01-15,1,19
408,2018-01-16,1,19
409,2018-01-17,1,19
410,2018-01-18,1,19
411,2018-01-19,1,19
412,2018-01-20,1,19
413,2018-01-21,1,19
414,2018-01-22,1,19
415,2018-01-23,1,19
416,2018-01-24,1,19
417,2018-01-25,1,19
418,2018-01-26,1,19
419,2018-01-05,1,20
420,2018-01-06,1,20
421,2018-01-07,1,20
422,2018-01-08,1,20
423,2018-01-09,1,20
424,2018-01-10,1,20
425,2018-01-11,1,20
426,2018-01-12,1,20
427,2018-01-13,1,20
428,2018-01-14,1,20
429,2018-01-15,1,20
430,2018-01-16,1,20
431,2018-01-17,1,20
432,2018-01-18,1,20
433,2018-01-19,1,20
434,2018-01-20,1,20
435,2018-01-21,1,20
436,2018-01-22,1,20
437,2018-01-23,1,20
438,2018-01-24,1,20
439,2018-01-25,1,20
440,2018-01-26,1,20
441,2018-01-05,1,21
442,2018-01-06,1,21
443,2018-01-07,1,21
444,2018-01-08,1,21
445,2018-01-09,1,21
446,2018-01-10,1,21
447,2018-01-11,1,21
448,2018-01-12,1,21
449,2018-01-13,1,21
450,2018-01-14,1,21
451,2018-01-15,1,21
452,2018-01-16,1,21
453,2018-01-17,1,21
454,2018-01-18,1,21
455,2018-01-19,1,21
456,2018-01-20,1,21
457,2018-01-21,1,21
458,2018-01-22,1,21
459,2018-01-23,1,21
460,2018-01-24,1,21
461,2018-01-25,1,21
462,2018-01-26,1,21
